City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
219,Provideniya,64.3833,-173.3,252.89,85,0,5.85,RU,2023-01-24 05:00:29
220,Leh,34.1667,77.5833,259.77,53,38,1.17,IN,2023-01-24 04:56:35
221,Sam Roi Yot,12.2708,99.872,302.94,49,44,5.95,TH,2023-01-24 05:00:30
222,Chumphon,10.3333,98.8333,303.66,43,98,3.8,TH,2023-01-24 04:58:46
223,Fairhope,30.523,-87.9033,282.97,77,0,0.45,US,2023-01-24 05:00:30
224,Kampot,10.6167,104.1833,304.18,53,91,5.78,KH,2023-01-24 05:00:31
225,Namatanai,-3.6667,152.4333,302.4,68,83,3.46,PG,2023-01-24 05:01:31
226,Longyearbyen,78.2186,15.6401,269.06,68,20,5.14,SJ,2023-01-24 05:01:32
227,Bayonet Point,28.3267,-82.6834,287.65,80,67,5.28,US,2023-01-24 05:01:32
228,Nemuro,43.3236,145.575,270.87,66,100,5.62,JP,2023-01-24 05:01:32
229,Ahipara,-35.1667,173.1667,294.69,76,100,2.36,NZ,2023-01-24 05:01:33
230,Jining,35.405,116.5814,267.5,9,0,5.26,CN,2023-01-24 05:01:10
231,Verkhnetulomskiy,68.6073,31.7962,272.22,86,76,4.7,RU,2023-01-24 05:01:33
232,Richards Bay,-28.783,32.0377,297.49,78,1,4.65,ZA,2023-01-24 05:01:34
233,Ngunguru,-35.6167,174.5,292.97,80,100,5.94,NZ,2023-01-24 05:01:34
234,Los Llanos De Aridane,28.6585,-17.9182,288.01,73,100,4.12,ES,2023-01-24 05:01:34
235,Narsaq,60.9167,-46.05,266.27,95,100,2.91,GL,2023-01-24 05:01:35
236,Willmar,45.1219,-95.0433,269.25,86,0,3.6,US,2023-01-24 05:01:35
237,Gualeguay,-33.1416,-59.3097,293.7,35,0,3.44,AR,2023-01-24 05:01:36
238,Urumqi,43.801,87.6005,255.68,72,5,2.0,CN,2023-01-24 05:00:10
239,Novyy Urengoy,66.0833,76.6333,242.15,98,91,3.61,RU,2023-01-24 05:01:36
240,Saint Anthony,45.0205,-93.218,272.12,83,100,5.66,US,2023-01-24 05:01:36
241,Callaway,30.153,-85.5699,280.88,89,0,3.44,US,2023-01-24 05:01:37
242,Charters Towers,-20.1,146.2667,306.35,38,51,5.64,AU,2023-01-24 05:01:37
243,Taltal,-25.4,-70.4833,293.04,84,18,0.87,CL,2023-01-24 05:01:38
244,Tala,30.6803,30.9429,284.55,94,0,3.21,EG,2023-01-24 05:01:38
245,Dongsheng,39.8161,109.9776,256.29,30,0,5.04,CN,2023-01-24 05:01:38
246,Chokurdakh,70.6333,147.9167,236.32,100,96,1.74,RU,2023-01-24 05:01:39
247,Nazira,26.9167,94.7333,296.04,35,94,2.46,IN,2023-01-24 05:01:39
248,Hithadhoo,-0.6,73.0833,300.11,77,60,5.99,MV,2023-01-24 05:01:39
249,San Miguel,13.4833,-88.1833,296.14,58,36,0.97,SV,2023-01-24 05:01:40
250,Walvis Bay,-22.9575,14.5053,291.22,84,99,6.02,NA,2023-01-24 05:01:40
251,Milyutinskaya,48.6279,41.6679,267.36,78,11,4.98,RU,2023-01-24 05:01:40
252,Nouadhibou,20.931,-17.0347,290.43,66,0,7.48,MR,2023-01-24 05:01:41
253,Saint-Augustin,51.226,-58.6502,268.28,93,100,8.78,CA,2023-01-24 05:01:41
254,Teknaf,20.8624,92.3058,301.03,35,16,1.95,BD,2023-01-24 05:01:41
255,Saint-Philippe,-21.3585,55.7679,297.92,80,100,3.86,RE,2023-01-24 05:01:42
256,Shingu,33.7333,135.9833,279.23,63,55,10.0,JP,2023-01-24 05:01:42
257,Port Hardy,50.6996,-127.4199,279.09,95,100,3.37,CA,2023-01-24 05:00:13
258,Coquimbo,-29.9533,-71.3436,291.0,88,100,1.03,CL,2023-01-24 04:58:04
259,Belen,36.4891,36.2233,270.23,100,20,2.06,TR,2023-01-24 05:01:43
260,Grand Gaube,-20.0064,57.6608,296.69,86,100,1.34,MU,2023-01-24 05:01:43
261,Laguna,38.421,-121.4238,282.29,74,0,2.06,US,2023-01-24 05:01:44
262,Natal,-5.795,-35.2094,298.95,76,57,3.36,BR,2023-01-24 05:01:44
263,Markova,48.6758,24.4138,271.86,96,19,0.73,UA,2023-01-24 05:01:44
264,Xingyi,24.1877,102.817,278.09,57,100,2.37,CN,2023-01-24 05:01:45
265,Sorland,67.667,12.6934,276.07,59,98,12.02,NO,2023-01-24 05:01:45
266,Dera Ghazi Khan,30.0561,70.6348,288.99,20,0,3.24,PK,2023-01-24 05:01:45
267,Neepawa,50.2289,-99.4664,256.67,99,100,0.78,CA,2023-01-24 05:01:46
268,Lamar,33.6668,-95.5836,280.57,70,38,2.43,US,2023-01-24 05:01:46
269,Ekangala,-25.6962,28.7492,291.09,58,0,1.0,ZA,2023-01-24 05:01:47
270,Ostersund,63.1792,14.6357,276.4,87,100,3.09,SE,2023-01-24 05:01:47
271,Meulaboh,4.1363,96.1285,301.26,71,89,2.45,ID,2023-01-24 05:01:48
272,Nalut,30.3333,10.85,278.36,54,3,3.69,LY,2023-01-24 05:02:45
273,Shitanjing,39.2342,106.3439,258.94,25,0,3.37,CN,2023-01-24 05:02:48
274,Bengkulu,-3.8004,102.2655,297.47,90,100,3.49,ID,2023-01-24 05:02:49
275,Biak,-0.9131,122.8766,301.16,72,96,0.4,ID,2023-01-24 05:02:49
276,Severo-Kurilsk,50.6789,156.125,266.04,60,85,4.79,RU,2023-01-24 05:02:49
277,Fare,-16.7,-151.0167,298.37,81,100,4.73,PF,2023-01-24 05:02:50
278,Isangel,-19.55,169.2667,302.56,72,57,1.59,VU,2023-01-24 05:02:50
279,Yinchuan,38.4681,106.2731,260.91,17,0,0.37,CN,2023-01-24 05:00:13
280,Cayenne,4.9333,-52.3333,297.17,88,20,0.0,GF,2023-01-24 05:02:50
281,Lebu,-37.6167,-73.65,289.57,97,99,5.17,CL,2023-01-24 05:02:51
282,Quatre Cocos,-20.2078,57.7625,296.53,79,100,1.99,MU,2023-01-24 05:02:51
283,Voskresenskoye,56.8381,45.4317,256.73,100,100,2.18,RU,2023-01-24 05:02:52
284,Svetlyy,54.675,20.1347,272.18,82,53,0.57,RU,2023-01-24 05:02:52
285,Qidong,31.8128,121.6561,273.11,38,26,11.57,CN,2023-01-24 05:02:52
286,Aklavik,68.2191,-135.0107,250.19,98,100,4.3,CA,2023-01-24 05:02:53
287,Port Hawkesbury,45.6169,-61.3485,281.03,99,100,5.36,CA,2023-01-24 05:02:53
288,Dunedin,-45.8742,170.5036,289.15,58,68,0.89,NZ,2023-01-24 05:01:15
289,Saint-Pierre,-21.3393,55.4781,297.97,78,75,1.54,RE,2023-01-24 05:02:53
290,Monterey,36.2505,-121.2516,278.8,38,2,0.82,US,2023-01-24 05:01:22
291,Sao Miguel Do Araguaia,-13.275,-50.1628,295.11,90,73,0.87,BR,2023-01-24 05:02:54
292,Deputatskiy,69.3,139.9,236.9,100,96,0.99,RU,2023-01-24 05:02:54
293,Pevek,69.7008,170.3133,245.22,81,73,1.12,RU,2023-01-24 05:02:55
294,West Bay,19.3667,-81.4167,298.71,85,52,0.45,KY,2023-01-24 05:02:55
295,Airai,-8.9266,125.4092,293.63,74,100,1.32,TL,2023-01-24 05:02:55
296,Raudeberg,61.9875,5.1352,281.41,1,100,11.85,NO,2023-01-24 05:02:56
297,New Richmond,45.123,-92.5366,272.84,97,75,5.14,US,2023-01-24 05:02:56
298,Paengaroa,-37.8167,176.4167,293.65,83,77,0.89,NZ,2023-01-24 05:02:56
299,East London,-33.0153,27.9116,296.37,79,52,7.01,ZA,2023-01-24 05:00:16
300,Straz Pod Ralskem,50.7028,14.801,274.18,97,39,1.64,CZ,2023-01-24 05:02:57
301,Douentza,14.9951,-2.9517,294.06,18,21,1.54,ML,2023-01-24 05:02:57
302,Warrington,53.3925,-2.5802,279.84,86,40,2.57,GB,2023-01-24 05:02:57
303,Sinjar,36.3209,41.8754,280.61,55,0,0.44,IQ,2023-01-24 05:02:58
304,Kieta,-6.2167,155.6333,301.61,73,100,2.55,PG,2023-01-24 05:02:58
305,Lasa,46.6166,10.7002,272.8,92,79,0.3,IT,2023-01-24 05:02:59
306,Constantine,36.365,6.6147,273.82,86,75,1.03,DZ,2023-01-24 04:59:41
307,Ocotal,13.6321,-86.4752,290.79,91,9,2.23,NI,2023-01-24 05:02:59
308,Jiangyou,31.7667,104.7167,280.25,29,66,3.26,CN,2023-01-24 05:02:59
309,Nanortalik,60.1432,-45.2371,271.19,95,100,4.53,GL,2023-01-24 05:03:00
310,Nzerekore,7.7562,-8.8179,293.07,99,97,0.81,GN,2023-01-24 05:03:00
311,Sioux Lookout,50.1001,-91.917,250.54,100,78,1.25,CA,2023-01-24 05:03:00
312,Lianzhou,24.7811,112.3825,283.44,48,74,5.38,CN,2023-01-24 05:03:01
313,Petropavlovsk-Kamchatskiy,53.0452,158.6483,258.48,51,20,2.0,RU,2023-01-24 05:01:23
314,Achutupo,9.2,-77.9833,298.79,87,93,3.38,PA,2023-01-24 05:03:01
315,Merauke,-8.4667,140.3333,301.35,76,93,3.38,ID,2023-01-24 05:03:02
316,Vao,-22.6667,167.4833,298.9,83,91,1.72,NC,2023-01-24 05:03:02
317,Bom Jesus,-9.0744,-44.3586,296.23,75,87,0.67,BR,2023-01-24 05:04:02
318,Verkhnyaya Toyma,62.2349,44.9985,256.72,98,62,1.86,RU,2023-01-24 05:04:03
319,Mkushi,-13.6202,29.3939,290.31,96,99,1.95,ZM,2023-01-24 05:04:03
320,Vinh,18.6667,105.6667,286.71,67,100,6.38,VN,2023-01-24 05:04:03
321,Ostrovnoy,68.0531,39.5131,269.39,91,100,10.73,RU,2023-01-24 05:04:04
322,Chunskiy,56.0815,99.6342,257.15,93,100,1.22,RU,2023-01-24 05:04:04
323,Buchanan,5.8808,-10.0467,298.89,84,95,1.85,LR,2023-01-24 05:04:05
324,Tra Vinh,9.9347,106.3453,305.53,48,64,2.52,VN,2023-01-24 05:04:05
325,Khatanga,71.9667,102.5,231.99,96,38,2.85,RU,2023-01-24 05:04:05
326,Seydi,39.4816,62.9137,269.53,68,2,1.25,TM,2023-01-24 05:04:06
327,Srednekolymsk,67.45,153.6833,242.52,95,100,1.35,RU,2023-01-24 05:04:06
328,Mucurapo,10.6667,-61.5333,298.29,82,85,3.56,TT,2023-01-24 05:04:07
329,Pucallpa,-8.3791,-74.5539,294.76,91,100,1.12,PE,2023-01-24 05:04:07
330,Gamba,-2.65,10.0,298.41,85,100,2.04,GA,2023-01-24 05:04:07
331,Havoysund,70.9963,24.6622,275.28,77,98,19.05,NO,2023-01-24 05:04:08
332,Hovd,48.0056,91.6419,253.19,63,100,1.55,MN,2023-01-24 05:04:08
333,Balakhninskiy,58.0106,114.2769,237.85,93,95,0.52,RU,2023-01-24 05:04:08
334,Longkou,37.6508,120.3286,264.09,58,100,11.15,CN,2023-01-24 05:04:09
335,Ranong,9.9658,98.6348,303.94,52,89,2.29,TH,2023-01-24 05:04:09
336,Ayolas,-27.4,-56.9,298.41,39,0,1.2,PY,2023-01-24 05:04:10
337,Kaseda,31.4167,130.3167,276.54,88,100,17.45,JP,2023-01-24 05:04:10
338,Finschhafen,-6.6024,147.8681,302.31,71,100,3.11,PG,2023-01-24 05:04:10
339,Urucui,-7.2294,-44.5561,298.9,74,100,1.01,BR,2023-01-24 05:03:51
340,Nakamura,32.9833,132.9333,274.43,79,65,7.74,JP,2023-01-24 05:04:11
341,Ambilobe,-13.2,49.05,298.34,86,100,1.09,MG,2023-01-24 05:04:11
342,Vavozh,56.7751,51.931,251.27,100,100,1.6,RU,2023-01-24 05:04:12
343,Nome,64.5011,-165.4064,250.19,64,0,2.06,US,2023-01-24 05:04:12
344,Fairlie,55.756,-4.8556,282.16,93,100,0.89,GB,2023-01-24 05:04:13
345,Bereda,43.2686,-7.5406,274.34,100,49,3.22,ES,2023-01-24 05:04:13
346,Salinopolis,-0.6136,-47.3561,297.92,87,100,4.81,BR,2023-01-24 05:04:13
347,Arlington,32.7357,-97.1081,282.8,53,100,3.6,US,2023-01-24 05:04:14
348,Boyolangu,-8.1181,111.8935,303.89,59,71,2.23,ID,2023-01-24 05:04:14
349,Straumen,63.8709,11.2999,276.15,98,100,2.54,NO,2023-01-24 05:04:15
350,Tambun,-6.2641,107.0712,307.75,70,40,5.14,ID,2023-01-24 05:04:15
351,Kulaman,6.4594,124.0892,298.2,90,100,0.31,PH,2023-01-24 05:04:15
352,Clyde River,70.4692,-68.5914,237.48,94,97,1.76,CA,2023-01-24 05:03:45
353,Paranaiba,-19.6772,-51.1908,294.98,93,98,2.15,BR,2023-01-24 05:04:16
354,Port-Cartier,50.0334,-66.8654,261.34,97,71,2.66,CA,2023-01-24 05:04:16
355,Chapais,49.7834,-74.8492,267.03,94,100,3.83,CA,2023-01-24 05:04:16
356,Rock Springs,41.5875,-109.2029,262.84,85,0,9.26,US,2023-01-24 05:04:17
357,Komsomolskiy,40.4272,71.7189,268.55,74,3,0.0,UZ,2023-01-24 05:04:17
358,Atar,20.5169,-13.0499,291.02,17,0,3.1,MR,2023-01-24 05:04:18
359,Bubaque,11.2833,-15.8333,296.18,77,7,5.2,GW,2023-01-24 05:04:18
360,Chino Valley,34.7575,-112.4538,273.68,74,0,4.63,US,2023-01-24 05:04:18
361,Roma,43.2128,-75.4557,273.2,90,100,3.09,US,2023-01-24 05:04:19
362,Naryan-Mar,67.6713,53.087,263.68,86,87,7.5,RU,2023-01-24 05:04:19
363,Mount Isa,-20.7333,139.5,311.02,22,84,4.63,AU,2023-01-24 05:05:19
364,Beringovskiy,63.05,179.3167,249.15,98,100,5.85,RU,2023-01-24 05:05:20
365,Karratha,-20.7377,116.8463,305.53,50,99,6.31,AU,2023-01-24 05:05:20
366,Tombouctou,20.0,-3.0,289.84,18,0,3.75,ML,2023-01-24 05:05:21
367,Tual,-5.6667,132.75,301.59,74,83,4.49,ID,2023-01-24 05:05:21
368,Rumoi,43.9344,141.6428,263.79,78,100,8.8,JP,2023-01-24 05:05:21
369,Salalah,17.0151,54.0924,294.97,66,14,1.86,OM,2023-01-24 05:04:58
370,Woodward,36.4337,-99.3904,275.72,68,100,1.54,US,2023-01-24 05:05:22
371,Zeya,53.75,127.2667,249.48,68,100,1.43,RU,2023-01-24 05:05:22
372,Husavik,66.0449,-17.3389,272.28,64,100,4.9,IS,2023-01-24 05:05:22
373,Broken Hill,-31.95,141.4333,308.92,12,21,8.4,AU,2023-01-24 05:05:23
374,Sisimiut,66.9395,-53.6735,267.05,94,100,5.41,GL,2023-01-24 05:05:23
375,Sulya,12.5667,75.3833,302.7,54,44,1.36,IN,2023-01-24 05:05:24
376,Phan Thiet,10.9333,108.1,304.26,49,87,9.2,VN,2023-01-24 05:01:12
377,Yar-Sale,66.8333,70.8333,256.45,96,100,7.48,RU,2023-01-24 05:05:24
378,Zadar,44.1197,15.2422,280.49,61,20,6.69,HR,2023-01-24 05:05:24
379,Hualmay,-11.0964,-77.6139,294.54,79,100,3.14,PE,2023-01-24 05:05:25
380,Gizo,-8.103,156.8419,301.24,74,97,2.6,SB,2023-01-24 05:05:25
381,Teluk Nibung,3.001,99.8164,296.58,96,100,1.26,ID,2023-01-24 05:05:25
382,Ambositra,-20.5167,47.25,290.54,96,100,0.22,MG,2023-01-24 05:05:26
383,Mitu,1.1983,-70.1733,294.88,99,99,0.4,CO,2023-01-24 05:05:26
384,Betamcherla,15.4667,78.1667,298.37,53,9,6.06,IN,2023-01-24 05:05:26
385,Ilulissat,69.2167,-51.1,267.16,63,100,9.26,GL,2023-01-24 05:05:27
386,Kuzino,57.0224,59.4412,258.91,97,100,3.41,RU,2023-01-24 05:05:27
387,Saint-Marc,19.1082,-72.6938,296.83,65,5,1.94,HT,2023-01-24 05:05:27
388,Den Helder,52.9599,4.7593,276.46,82,100,2.68,NL,2023-01-24 05:01:36
389,Sao Joao Da Barra,-21.6403,-41.0511,296.69,91,100,2.68,BR,2023-01-24 05:05:28
390,Kangaatsiaq,68.3065,-53.4641,259.73,90,100,3.09,GL,2023-01-24 05:05:28
391,Port-Gentil,-0.7193,8.7815,300.56,79,91,4.19,GA,2023-01-24 05:05:29
392,Munak,29.5187,76.8486,290.36,70,33,5.51,IN,2023-01-24 05:05:29
393,Bauru,-22.3147,-49.0606,294.72,94,96,2.68,BR,2023-01-24 05:05:29
394,Umkomaas,-30.2067,30.7978,299.08,70,0,4.21,ZA,2023-01-24 05:05:30
395,Pacsa,46.7198,17.014,275.81,93,100,4.63,HU,2023-01-24 05:05:30
396,Hofn,64.2539,-15.2082,277.07,88,100,3.17,IS,2023-01-24 05:05:30
397,Lupiro,-8.3833,36.6667,294.84,96,100,1.32,TZ,2023-01-24 05:05:31
398,Nakama,33.8167,130.7,272.12,64,97,4.47,JP,2023-01-24 05:05:31
399,Furano,43.2818,142.4743,262.93,86,100,3.17,JP,2023-01-24 05:05:31
400,Nchelenge,-9.3451,28.734,293.96,82,100,1.96,ZM,2023-01-24 05:05:32
401,Palmer,42.1584,-72.3287,273.19,81,100,6.17,US,2023-01-24 05:05:32
402,Agadez,19.75,10.25,290.64,16,2,3.49,NE,2023-01-24 05:05:32
403,Calama,-22.4667,-68.9333,286.42,67,0,2.06,CL,2023-01-24 05:05:33
404,Nelson Bay,-32.7167,152.15,300.18,74,12,1.34,AU,2023-01-24 05:05:33
405,Ossora,59.2353,163.0719,261.9,93,100,7.43,RU,2023-01-24 05:05:33
406,Akdepe,42.0551,59.3788,269.06,34,37,2.18,TM,2023-01-24 05:05:34
407,Antofagasta,-23.65,-70.4,292.75,85,12,1.83,CL,2023-01-24 05:05:34
408,Manacapuru,-3.2997,-60.6206,296.35,93,69,1.1,BR,2023-01-24 05:05:35
409,Plettenberg Bay,-34.0527,23.3716,293.26,78,100,4.12,ZA,2023-01-24 05:05:35
410,Caledon,-34.23,19.4265,289.81,74,2,3.28,ZA,2023-01-24 05:05:35
411,San Andres,12.5847,-81.7006,299.84,79,18,8.87,CO,2023-01-24 05:06:36
412,Kahului,20.8947,-156.47,297.51,85,29,0.89,US,2023-01-24 05:01:46
413,Garden City,42.3256,-83.331,271.98,84,20,7.72,US,2023-01-24 05:06:36
414,Pisco,-13.7,-76.2167,294.18,78,0,5.14,PE,2023-01-24 05:06:36
415,Tongliao,43.6125,122.2653,256.33,28,0,6.18,CN,2023-01-24 05:06:37
416,Ajdabiya,30.7554,20.2263,284.04,59,0,4.62,LY,2023-01-24 05:06:37
417,Erzin,36.9559,36.2,283.32,60,0,2.38,TR,2023-01-24 05:06:37
418,Orasac,44.6289,16.0711,275.55,99,100,1.3,BA,2023-01-24 05:06:38
419,Eureka,40.8021,-124.1637,279.96,94,1,0.89,US,2023-01-24 05:06:38
420,Katsuura,35.1333,140.3,282.16,55,99,12.44,JP,2023-01-24 05:06:39
421,Asau,46.4333,26.4,271.66,82,100,2.33,RO,2023-01-24 05:06:39
422,Minna,9.6139,6.5569,296.92,17,6,3.31,NG,2023-01-24 05:06:39
423,Akureyri,65.6835,-18.0878,274.22,94,100,3.19,IS,2023-01-24 05:06:40
424,Los Algarrobos,8.5,-82.4333,294.79,76,0,2.18,PA,2023-01-24 05:06:40
425,Borkenes,68.774,16.1739,275.03,96,76,7.6,NO,2023-01-24 05:06:40
426,Chitipa,-9.7024,33.2697,289.12,98,100,1.03,MW,2023-01-24 05:06:41
427,Van Wert,40.8695,-84.5841,271.4,90,0,6.26,US,2023-01-24 05:06:41
428,Sao Jose Da Coroa Grande,-8.8978,-35.1478,298.82,76,33,3.29,BR,2023-01-24 05:06:41
429,Manokwari,-0.8667,134.0833,301.0,75,99,2.5,ID,2023-01-24 05:06:42
430,Rabo De Peixe,37.8,-25.5833,287.88,72,75,5.66,PT,2023-01-24 05:06:42
431,Portland,45.5234,-122.6762,280.39,84,75,1.54,US,2023-01-24 05:04:15
432,Atasu,48.6814,71.6433,253.46,100,93,2.58,KZ,2023-01-24 05:06:42
433,Yachiyo,35.7294,140.0985,285.82,69,100,3.89,JP,2023-01-24 05:06:43
434,Amapa,1.0,-52.0,293.86,100,99,0.85,BR,2023-01-24 05:06:43
435,Seoul,37.5683,126.9778,260.81,28,5,7.71,KR,2023-01-24 05:06:44
436,Ambulu,-8.345,113.6058,302.95,68,80,2.7,ID,2023-01-24 05:06:44
437,Iranshahr,27.2025,60.6848,282.58,26,0,1.84,IR,2023-01-24 05:06:44
438,Genhe,50.7833,121.5167,247.41,84,85,1.95,CN,2023-01-24 05:06:45
439,Osa,57.2829,55.4567,250.15,100,99,1.29,RU,2023-01-24 05:06:45
440,Pangnirtung,66.1451,-65.7125,246.72,84,100,1.53,CA,2023-01-24 05:06:45
441,Ewa Beach,21.3156,-158.0072,299.12,71,100,3.6,US,2023-01-24 05:06:46
442,Kargasok,59.0556,80.8572,248.4,91,43,3.84,RU,2023-01-24 05:06:46
443,Osoyoos,49.0331,-119.4524,268.7,93,37,0.84,CA,2023-01-24 05:06:46
444,Lugazi,0.3772,32.9197,293.03,70,95,0.46,UG,2023-01-24 05:06:47
445,High Rock,26.6208,-78.2833,294.16,75,98,8.71,BS,2023-01-24 05:06:47
446,Iwanai,42.9744,140.5089,262.89,89,100,6.46,JP,2023-01-24 05:06:48
447,Tumut,-35.3,148.2167,302.75,23,86,6.69,AU,2023-01-24 05:06:48
448,Chumikan,54.7183,135.315,245.96,61,100,2.96,RU,2023-01-24 05:06:48
449,Newcastle,-32.9272,151.7765,300.02,74,20,5.14,AU,2023-01-24 05:02:31
450,Bermeo,43.4209,-2.7215,279.95,81,100,5.77,ES,2023-01-24 05:06:49
451,Inhambane,-23.865,35.3833,300.38,70,93,4.7,MZ,2023-01-24 05:06:49
452,Liverpool,53.4106,-2.9779,278.44,93,40,2.57,GB,2023-01-24 05:03:19
453,Tessalit,20.1986,1.0114,290.9,16,0,3.38,ML,2023-01-24 05:06:50
454,Neya,58.2972,43.8681,262.25,97,100,2.21,RU,2023-01-24 05:06:50
455,Gatak,-7.5908,110.7044,303.51,59,82,0.97,ID,2023-01-24 05:07:50
456,Mana,5.6592,-53.7767,296.91,85,9,4.64,GF,2023-01-24 05:07:51
457,Southbridge,42.0751,-72.0334,272.55,96,49,0.89,US,2023-01-24 05:07:51
458,Oksfjord,70.2396,22.3479,275.25,82,98,17.45,NO,2023-01-24 05:07:51
459,Krasnyy Kut,50.95,46.9667,260.19,88,12,1.75,RU,2023-01-24 05:07:52
460,Puri,19.8,85.85,301.44,57,18,0.84,IN,2023-01-24 05:07:52
461,Bibiani,6.4635,-2.3194,295.35,94,68,0.58,GH,2023-01-24 05:07:52
462,Rio Branco,-9.9747,-67.81,296.49,100,40,1.54,BR,2023-01-24 05:07:53
463,Mareeba,-17.0,145.4333,302.28,76,84,3.83,AU,2023-01-24 05:07:53
464,Mayo,38.8876,-76.5119,277.69,66,100,4.12,US,2023-01-24 05:07:54
465,Brainerd,46.358,-94.2008,271.03,68,75,3.6,US,2023-01-24 05:07:54
466,Tahe,52.3333,124.7333,252.96,70,32,5.04,CN,2023-01-24 05:05:44
467,Eravur,7.7733,81.6095,299.78,74,99,5.79,LK,2023-01-24 05:07:55
468,Puerto Padre,21.195,-76.6028,295.47,86,5,1.78,CU,2023-01-24 05:06:07
469,Kudahuvadhoo,2.6708,72.8944,299.85,73,98,2.95,MV,2023-01-24 05:07:55
470,Itarema,-2.9248,-39.9167,298.15,84,29,1.17,BR,2023-01-24 05:07:55
471,Mangrol,21.1167,70.1167,292.87,46,96,6.69,IN,2023-01-24 05:07:56
472,Nuevitas,21.5453,-77.2644,296.38,85,3,3.31,CU,2023-01-24 05:06:07
473,Muros,42.7762,-9.0603,281.53,76,1,6.62,ES,2023-01-24 05:07:56
474,Yanggu,36.1106,115.7753,267.48,8,0,3.55,CN,2023-01-24 05:07:56
475,Almaznyy,48.0448,40.045,269.34,74,3,5.89,RU,2023-01-24 05:07:57
476,Kentau,43.5206,68.5094,266.51,79,86,0.78,KZ,2023-01-24 05:03:39
477,Gold Coast,-28.0,153.4333,307.84,67,45,6.69,AU,2023-01-24 05:07:57
478,Henties Bay,-22.116,14.2845,291.2,87,100,5.52,NA,2023-01-24 05:07:57
